S.No,Module,Method,Endpoint (v1),Legacy Endpoint,Description,Required Headers,Path Parameters,Query Parameters,Request Body,Content-Type,Example Request,Access,Authentication,Status,Source File,Line
71,User,GET,/api/v1/mobile/user/:id/followers,/api/user/:id/followers,Get list of active followers for a user,Authorization: Bearer {token} (optional); X-App-Version: 1.0.0; X-Platform: ios | android,"id (ObjectId|string, required)",—,—,—,GET /api/v1/mobile/user/:id/followers,Public,Public (Optional JWT for personalization),Planned,server/routes/user.js,409
72,User,GET,/api/v1/mobile/user/:id/following,/api/user/:id/following,Get list of users that a user is actively following,Authorization: Bearer {token} (optional); X-App-Version: 1.0.0; X-Platform: ios | android,"id (ObjectId|string, required)",—,—,—,GET /api/v1/mobile/user/:id/following,Public,Public (Optional JWT for personalization),Planned,server/routes/user.js,436
73,User,GET,/api/v1/mobile/user/:id/profile,/api/user/:id/profile,Get user profile by ID (public),Authorization: Bearer {token} (optional); X-App-Version: 1.0.0; X-Platform: ios | android,"id (ObjectId|string, required)",—,—,—,GET /api/v1/mobile/user/:id/profile,Public,Public (Optional JWT for personalization),Planned,server/routes/user.js,376
74,User,POST,/api/v1/mobile/user/change-password,/api/user/change-password,,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,"currentPassword (string, optional); newPassword (string, optional)",application/json,"POST /api/v1/mobile/user/change-password
{
  ""currentPassword"": ""string"",
  ""newPassword"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,636
75,User,GET,/api/v1/mobile/user/dashboard,/api/user/dashboard,Get user dashboard data,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/dashboard,Private,JWT Required (Bearer),Planned,server/routes/user.js,163
76,User,GET,/api/v1/mobile/user/follow-requests,/api/user/follow-requests,Get all pending follow requests for the current user,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/follow-requests,Private,JWT Required (Bearer),Planned,server/routes/user.js,685
77,User,GET,/api/v1/mobile/user/identity-verification,/api/user/identity-verification,Get current user's identity verification status,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/identity-verification,Private,JWT Required (Bearer),Planned,server/routes/user.js,54
78,User,POST,/api/v1/mobile/user/identity-verification,/api/user/identity-verification,Submit Emirates ID front/back for identity verification,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: multipart/form-data,—,—,"emiratesIdFront (file, max 1); emiratesIdBack (file, max 1)",multipart/form-data,"POST /api/v1/mobile/user/identity-verification (multipart/form-data: emiratesIdFront=@file, emiratesIdBack=@file)",Private,JWT Required (Bearer),Planned,server/routes/user.js,78
79,User,GET,/api/v1/mobile/user/liked,/api/user/liked,Products the current user has liked (heart button),Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/liked,Private,JWT Required (Bearer),Planned,server/routes/user.js,276
80,User,GET,/api/v1/mobile/user/listings,/api/user/listings,Get user's listings with pagination/search/filter,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,"page (string, optional); limit (string, optional); q (string, optional); status (string, optional)",—,—,GET /api/v1/mobile/user/listings?page=string&limit=string&q=string&status=completed,Private,JWT Required (Bearer),Planned,server/routes/user.js,201
81,User,GET,/api/v1/mobile/user/locations,/api/user/locations,Get all saved locations for authenticated user,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/locations,Private,JWT Required (Bearer),Planned,server/routes/user.js,735
82,User,POST,/api/v1/mobile/user/locations,/api/user/locations,Add a new saved location,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,"label (string, optional); city (string, optional); building (string, optional); apartment (string, optional); coordinates (string, optional); isDefault (string, optional)",application/json,"POST /api/v1/mobile/user/locations
{
  ""label"": ""string"",
  ""city"": ""string"",
  ""building"": ""string"",
  ""apartment"": ""string"",
  ""coordinates"": ""string"",
  ""isDefault"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,749
83,User,DELETE,/api/v1/mobile/user/locations/:locId,/api/user/locations/:locId,Delete a saved location,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,"locId (ObjectId|string, required)",—,—,—,DELETE /api/v1/mobile/user/locations/:locId,Private,JWT Required (Bearer),Planned,server/routes/user.js,830
84,User,PUT,/api/v1/mobile/user/locations/:locId,/api/user/locations/:locId,Update a saved location,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,"locId (ObjectId|string, required)",—,"label (string, optional); city (string, optional); building (string, optional); apartment (string, optional); coordinates (string, optional); isDefault (string, optional)",application/json,"PUT /api/v1/mobile/user/locations/:locId
{
  ""label"": ""string"",
  ""city"": ""string"",
  ""building"": ""string"",
  ""apartment"": ""string"",
  ""coordinates"": ""string"",
  ""isDefault"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,791
85,User,GET,/api/v1/mobile/user/notifications,/api/user/notifications,Get recent notifications with actor/product populated,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,"tab (string, optional); limit (string, optional)",—,—,GET /api/v1/mobile/user/notifications?tab=string&limit=string,Private,JWT Required (Bearer),Planned,server/routes/user.js,315
86,User,PATCH,/api/v1/mobile/user/notifications/:id/read,/api/user/notifications/:id/read,Mark a single notification as read,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,"id (ObjectId|string, required)",—,—,application/json,PATCH /api/v1/mobile/user/notifications/:id/read (no body),Private,JWT Required (Bearer),Planned,server/routes/user.js,359
87,User,PATCH,/api/v1/mobile/user/notifications/read-all,/api/user/notifications/read-all,Mark all notifications as read,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,—,application/json,PATCH /api/v1/mobile/user/notifications/read-all (no body),Private,JWT Required (Bearer),Planned,server/routes/user.js,346
88,User,GET,/api/v1/mobile/user/orders,/api/user/orders,Get buyer orders with pagination,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,"page (string, optional); limit (string, optional); orderStatus (string, optional); paymentStatus (string, optional)",—,—,GET /api/v1/mobile/user/orders?page=string&limit=string&orderStatus=string&paymentStatus=string,Private,JWT Required (Bearer),Planned,server/routes/user.js,238
89,User,GET,/api/v1/mobile/user/profile,/api/user/profile,Get current user profile,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/profile,Private,JWT Required (Bearer),Planned,server/routes/user.js,463
90,User,POST,/api/v1/mobile/user/profile,/api/user/profile,"Basic profile setup (name, profile pic, location) + mark complete",Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: multipart/form-data,—,—,"displayName (string, optional); gender (string, optional); dob (string, optional); lat (string, optional); lng (string, optional); addressLine1 (string, optional); addressLine2 (string, optional); postalCode (string, optional); country (string, optional); profilePic (file, max 1)",multipart/form-data,POST /api/v1/mobile/user/profile (multipart/form-data: profilePic=@file + JSON fields),Private,JWT Required (Bearer),Planned,server/routes/user.js,497
91,User,PUT,/api/v1/mobile/user/profile,/api/user/profile,Update user profile,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,"name (string, optional); email (string, optional); phone (string, optional); avatar (string, optional); displayName (string, optional); gender (string, optional); dob (string, optional); address (string, optional)",application/json,"PUT /api/v1/mobile/user/profile
{
  ""name"": ""John Doe"",
  ""email"": ""user@example.com"",
  ""phone"": ""+971501234567"",
  ""avatar"": ""string"",
  ""displayName"": ""string"",
  ""gender"": ""string"",
  ""dob"": ""string"",
  ""address"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,580
92,User,GET,/api/v1/mobile/user/reels-progress,/api/user/reels-progress,Get last watched reel index per feed (for resume on revisit),Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/reels-progress,Private,JWT Required (Bearer),Planned,server/routes/user.js,126
93,User,PUT,/api/v1/mobile/user/reels-progress,/api/user/reels-progress,Save last watched reel index for a feed,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,"feedKey (string, optional); index (string, optional)",application/json,"PUT /api/v1/mobile/user/reels-progress
{
  ""feedKey"": ""string"",
  ""index"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,140
94,User,GET,/api/v1/mobile/user/suggested,/api/user/suggested,Get suggested users to follow (users the current user doesn't follow yet),Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,"limit (string, optional)",—,—,GET /api/v1/mobile/user/suggested?limit=string,Private,JWT Required (Bearer),Planned,server/routes/user.js,708
95,User,POST,/api/v1/mobile/user/unlink-social,/api/user/unlink-social,,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: application/json,—,—,"provider (string, optional)",application/json,"POST /api/v1/mobile/user/unlink-social
{
  ""provider"": ""string""
}",Private,JWT Required (Bearer),Planned,server/routes/user.js,662
96,User,GET,/api/v1/mobile/user/wishlist,/api/user/wishlist,Alias for saved products (wishlist),Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android,—,—,—,—,GET /api/v1/mobile/user/wishlist,Private,JWT Required (Bearer),Planned,server/routes/user.js,293
97,Video,POST,/api/v1/mobile/video/screenshot,/api/video/screenshot,Extract a screenshot from uploaded video at specific timestamp,Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: multipart/form-data,—,—,"timestamp (string, optional); video (file, max 1)",multipart/form-data,POST /api/v1/mobile/video/screenshot (multipart/form-data: video=@file + JSON fields),Private,JWT Required (Bearer),Planned,server/routes/video.js,604
98,Video,POST,/api/v1/mobile/video/transcribe,/api/video/transcribe,"Upload video, transcribe it, and extract product information",Authorization: Bearer {token}; X-App-Version: 1.0.0; X-Platform: ios | android; Content-Type: multipart/form-data,—,—,"category (string, optional); subcategory (string, optional); categoryId (string, optional); subcategoryId (string, optional); childCategoryId (string, optional); video (file, max 1)",multipart/form-data,POST /api/v1/mobile/video/transcribe (multipart/form-data: video=@file + JSON fields),Private,JWT Required (Bearer),Planned,server/routes/video.js,452
